english,hindi,link
Investment banking services,निवेश बैंकिंग सेवाएं,https://en.wikipedia.org/wiki/Financial_services#Investment_banking_services
Investment banking services,निवेश बैंकिंग सेवाएं,https://en.wikipedia.org/wiki/Financial_services#Investment_banking_services
Recurring deposit account,आवर्ती जमा खाता,https://en.wikipedia.org/wiki/Recurring_deposit
Recurring deposit account,आवर्ती जमा खाता,https://en.wikipedia.org/wiki/Recurring_deposit
Peer-to-peer lending,पीयर-टू-पीयर लेंडिंग,https://en.wikipedia.org/wiki/Peer-to-peer_lending
Peer-to-peer lending,पीयर-टू-पीयर लेंडिंग,https://en.wikipedia.org/wiki/Peer-to-peer_lending
Leveraged loan,उत्तोलन ऋण,https://en.wikipedia.org/wiki/Leveraged_loan
Leveraged loan,उत्तोलन ऋण,https://en.wikipedia.org/wiki/Leveraged_loan
Direct debit,सीधे डेबिट,https://en.wikipedia.org/wiki/Direct_debit
Direct debit,सीधे डेबिट,https://en.wikipedia.org/wiki/Direct_debit
Term structure of interest rates,ब्याज दरों की अवधि संरचना,https://en.wikipedia.org/wiki/Term_structure_of_interest_rates
Term structure of interest rates,ब्याज दरों की अवधि संरचना,https://en.wikipedia.org/wiki/Term_structure_of_interest_rates
Indian schemes,भारतीय योजनाएं,https://financialservices.gov.in/banking-divisions/Important-Schemes
Indian schemes,भारतीय योजनाएं,https://financialservices.gov.in/banking-divisions/Important-Schemes
Import,आयात,https://en.wikipedia.org/wiki/Import
Import,आयात,https://en.wikipedia.org/wiki/Import
Social-security contributions tax,सामाजिक सुरक्षा योगदान कर,https://en.wikipedia.org/wiki/Tax#Social-security_contributions
Social-security contributions tax,सामाजिक सुरक्षा योगदान कर,https://en.wikipedia.org/wiki/Tax#Social-security_contributions
Foreign exchange markets,विदेशी मुद्रा बाजार,https://en.wikipedia.org/wiki/Foreign_exchange_market
Foreign exchange markets,विदेशी मुद्रा बाजार,https://en.wikipedia.org/wiki/Foreign_exchange_market
Pension funds,पेंशन निधि,https://en.wikipedia.org/wiki/Pension_funds
Pension funds,पेंशन निधि,https://en.wikipedia.org/wiki/Pension_funds
Debit card,डेबिट कार्ड,https://en.wikipedia.org/wiki/Debit_card
Debit card,डेबिट कार्ड,https://en.wikipedia.org/wiki/Debit_card
List of largest banks,सबसे बड़े बैंकों की सूची,https://en.wikipedia.org/wiki/List_of_largest_banks
List of largest banks,सबसे बड़े बैंकों की सूची,https://en.wikipedia.org/wiki/List_of_largest_banks
Pradhan Mantri Jan Dhan Yojana,प्रधानमंत्री जन धन योजना,https://en.wikipedia.org/wiki/Pradhan_Mantri_Jan_Dhan_Yojana
Pradhan Mantri Jan Dhan Yojana,प्रधानमंत्री जन धन योजना,https://en.wikipedia.org/wiki/Pradhan_Mantri_Jan_Dhan_Yojana
Bank fraud,बैंक धोखाधड़ी,https://en.wikipedia.org/wiki/Bank_fraud
Bank fraud,बैंक धोखाधड़ी,https://en.wikipedia.org/wiki/Bank_fraud
Railway budget of India,भारत का रेल बजट,https://en.wikipedia.org/wiki/Railway_budget_of_India
Railway budget of India,भारत का रेल बजट,https://en.wikipedia.org/wiki/Railway_budget_of_India
Accounting research,लेखांकन अनुसंधान,https://en.wikipedia.org/wiki/Accounting_research
Accounting research,लेखांकन अनुसंधान,https://en.wikipedia.org/wiki/Accounting_research
Commercial banking services,वाणिज्यिक बैंकिंग सेवाएं,https://en.wikipedia.org/wiki/Financial_services#Commercial_banking_services
Commercial banking services,वाणिज्यिक बैंकिंग सेवाएं,https://en.wikipedia.org/wiki/Financial_services#Commercial_banking_services
UPI Services: Transfer fund to own a/c,UPI सेवाएं: खाते के मालिक के लिए फंड ट्रांसफर करें,https://www.thehindubusinessline.com/info-tech/how-to/how-to-transfer-funds-between-own-bank-accounts-in-seconds-with-phonepe/article9613507.ece
UPI Services: Transfer fund to own a/c,UPI सेवाएं: खाते के मालिक के लिए फंड ट्रांसफर करें,https://www.thehindubusinessline.com/info-tech/how-to/how-to-transfer-funds-between-own-bank-accounts-in-seconds-with-phonepe/article9613507.ece
Compound interest,चक्रवृद्धि ब्याज,https://en.wikipedia.org/wiki/Interest#Compound_interest
Compound interest,चक्रवृद्धि ब्याज,https://en.wikipedia.org/wiki/Interest#Compound_interest
UPI Services: Create UPI PIN,यूपीआई सेवाएं: यूपीआई पिन बनाएं,https://support.google.com/pay/india/answer/10434187?hl=en
UPI Services: Create UPI PIN,यूपीआई सेवाएं: यूपीआई पिन बनाएं,https://support.google.com/pay/india/answer/10434187?hl=en
Mortgage fraud,बंधक धोखाधड़ी,https://en.wikipedia.org/wiki/Mortgage_fraud
Mortgage fraud,बंधक धोखाधड़ी,https://en.wikipedia.org/wiki/Mortgage_fraud
Stop cheque payment,चेक भुगतान रोकें,https://www.hdfcbank.com/personal/useful-information/stop-payment-of-cheque
Stop cheque payment,चेक भुगतान रोकें,https://www.hdfcbank.com/personal/useful-information/stop-payment-of-cheque
War Bonds,युद्ध अनुबंध,https://en.wikipedia.org/wiki/War_Bonds
War Bonds,युद्ध अनुबंध,https://en.wikipedia.org/wiki/War_Bonds
Finance schemes in India,भारत में वित्त योजनाएं,https://financialservices.gov.in/banking-divisions/Important-Schemes
Finance schemes in India,भारत में वित्त योजनाएं,https://financialservices.gov.in/banking-divisions/Important-Schemes
Types of borrowers,कर्जदारों के प्रकार,https://en.wikipedia.org/wiki/Debt#Types_of_borrowers
Types of borrowers,कर्जदारों के प्रकार,https://en.wikipedia.org/wiki/Debt#Types_of_borrowers
Modified internal rate of return,वापसी की संशोधित आंतरिक दर,https://en.wikipedia.org/wiki/Modified_Internal_Rate_of_Return
Modified internal rate of return,वापसी की संशोधित आंतरिक दर,https://en.wikipedia.org/wiki/Modified_Internal_Rate_of_Return
Leasing,पट्टा,https://en.wikipedia.org/wiki/Leasing
Leasing,पट्टा,https://en.wikipedia.org/wiki/Leasing
Mortgage,बंधक,https://en.wikipedia.org/wiki/Mortgage_law
Mortgage,बंधक,https://en.wikipedia.org/wiki/Mortgage_law
Goods,माल,https://en.wikipedia.org/wiki/Good_(economics)
Goods,माल,https://en.wikipedia.org/wiki/Good_(economics)
Balance sheet,तुलन पत्र,https://en.wikipedia.org/wiki/Balance_sheet
Balance sheet,तुलन पत्र,https://en.wikipedia.org/wiki/Balance_sheet
Deen Dayal Upadhyaya Grameen Kaushalya Yojana,दीन दयाल उपाध्याय ग्रामीण कौशल्या योजना,https://en.wikipedia.org/wiki/Deen_Dayal_Upadhyaya_Grameen_Kaushalya_Yojana
Deen Dayal Upadhyaya Grameen Kaushalya Yojana,दीन दयाल उपाध्याय ग्रामीण कौशल्या योजना,https://en.wikipedia.org/wiki/Deen_Dayal_Upadhyaya_Grameen_Kaushalya_Yojana
Tax evasion,कर की चोरी,https://en.wikipedia.org/wiki/Tax_evasion
Tax evasion,कर की चोरी,https://en.wikipedia.org/wiki/Tax_evasion
Types of funds,फंड के प्रकार,https://www.hdfcfund.com/learn/beginner/mutual-funds/different-types-mutual-funds
Types of funds,फंड के प्रकार,https://www.hdfcfund.com/learn/beginner/mutual-funds/different-types-mutual-funds
Calculate EMI,ईएमआई की गणना करें,https://www.businesstoday.in/magazine/banking/story/how-to-calculate-emi-on-your-loans-formula-explanation-74916-2017-01-02
Calculate EMI,ईएमआई की गणना करें,https://www.businesstoday.in/magazine/banking/story/how-to-calculate-emi-on-your-loans-formula-explanation-74916-2017-01-02
Lending,ऋण,https://en.wikipedia.org/wiki/Lender
Lending,ऋण,https://en.wikipedia.org/wiki/Lender
Account number,खाता संख्या,https://en.wikipedia.org/wiki/IBAN
Account number,खाता संख्या,https://en.wikipedia.org/wiki/IBAN
View loan a/c statement,ऋण खाता विवरण देखें,https://www.bankbazaar.com/personal-loan-statement.html
View loan a/c statement,ऋण खाता विवरण देखें,https://www.bankbazaar.com/personal-loan-statement.html
Interest,रुचि,https://en.wikipedia.org/wiki/Interest
Interest,रुचि,https://en.wikipedia.org/wiki/Interest
Passbook,पासवृक,https://en.wikipedia.org/wiki/Passbook
Passbook,पासवृक,https://en.wikipedia.org/wiki/Passbook
Black market,काला बाजार,https://en.wikipedia.org/wiki/Black_market
Black market,काला बाजार,https://en.wikipedia.org/wiki/Black_market
Sources of capital,पूंजी के स्रोत,https://en.wikipedia.org/wiki/Financial_capital#Sources_of_capital
Sources of capital,पूंजी के स्रोत,https://en.wikipedia.org/wiki/Financial_capital#Sources_of_capital
UPI Services: Register with mob no,UPI सेवाएं: भीड़ संख्या के साथ रजिस्टर करें,https://cleartax.in/s/upi-registration
UPI Services: Register with mob no,UPI सेवाएं: भीड़ संख्या के साथ रजिस्टर करें,https://cleartax.in/s/upi-registration
Fixed deposit account,सावधि जमा खाता,https://en.wikipedia.org/wiki/Fixed_deposit
Fixed deposit account,सावधि जमा खाता,https://en.wikipedia.org/wiki/Fixed_deposit
Basis risk,आधार जोखिम,https://en.wikipedia.org/wiki/Basis_risk
Basis risk,आधार जोखिम,https://en.wikipedia.org/wiki/Basis_risk
